D5424,firmware_vers_26_5,firmware_version 27/32  
D5425,firmware_vers_27_5,firmware_version 28/32  
D5426,firmware_vers_28_5,firmware_version 29/32  
D5427,firmware_vers_29_5,firmware_version 30/32  
D5428,firmware_vers_30_5,firmware_version 31/32  
D5429,firmware_vers_31_5,firmware_version 32/32  (highest word)  
D5430,firmware_vers_0_6,firmware_version 1/32  (lowest word)  
D5431,firmware_vers_1_6,firmware_version 2/32  
D5432,firmware_vers_2_6,firmware_version 3/32  
D5433,firmware_vers_3_6,firmware_version 4/32  
D5434,firmware_vers_4_6,firmware_version 5/32  
D5435,firmware_vers_5_6,firmware_version 6/32  
D5436,firmware_vers_6_6,firmware_version 7/32  
D5437,firmware_vers_7_6,firmware_version 8/32  
D5438,firmware_vers_8_6,firmware_version 9/32  
D5439,firmware_vers_9_6,firmware_version 10/32  
D5440,firmware_vers_10_6,firmware_version 11/32  
D5441,firmware_vers_11_6,firmware_version 12/32  
D5442,firmware_vers_12_6,firmware_version 13/32  
D5443,firmware_vers_13_6,firmware_version 14/32  
D5444,firmware_vers_14_6,firmware_version 15/32  
D5445,firmware_vers_15_6,firmware_version 16/32  
D5446,firmware_vers_16_6,firmware_version 17/32  
D5447,firmware_vers_17_6,firmware_version 18/32  
D5448,firmware_vers_18_6,firmware_version 19/32  
D5449,firmware_vers_19_6,firmware_version 20/32  
D5450,firmware_vers_20_6,firmware_version 21/32  
D5451,firmware_vers_21_6,firmware_version 22/32  
D5452,firmware_vers_22_6,firmware_version 23/32  
D5453,firmware_vers_23_6,firmware_version 24/32  
D5454,firmware_vers_24_6,firmware_version 25/32  
D5455,firmware_vers_25_6,firmware_version 26/32  
D5456,firmware_vers_26_6,firmware_version 27/32  
D5457,firmware_vers_27_6,firmware_version 28/32  
D5458,firmware_vers_28_6,firmware_version 29/32  
D5459,firmware_vers_29_6,firmware_version 30/32  
D5460,firmware_vers_30_6,firmware_version 31/32  
D5461,firmware_vers_31_6,firmware_version 32/32  (highest word)  
D5462,compile_date_0_1,compile_date 1/32  (lowest word)  
D5463,compile_date_1_1,compile_date 2/32  
D5464,compile_date_2_1,compile_date 3/32  
D5465,compile_date_3_1,compile_date 4/32  
D5466,compile_date_4_1,compile_date 5/32  
D5467,compile_date_5_1,compile_date 6/32  
D5468,compile_date_6_1,compile_date 7/32  
D5469,compile_date_7_1,compile_date 8/32  
D5470,compile_date_8_1,compile_date 9/32  
D5471,compile_date_9_1,compile_date 10/32  
D5472,compile_date_10_1,compile_date 11/32  
D5473,compile_date_11_1,compile_date 12/32  
D5474,compile_date_12_1,compile_date 13/32  
D5475,compile_date_13_1,compile_date 14/32  
D5476,compile_date_14_1,compile_date 15/32  
D5477,compile_date_15_1,compile_date 16/32  
D5478,compile_date_16_1,compile_date 17/32  
D5479,compile_date_17_1,compile_date 18/32  
D5480,compile_date_18_1,compile_date 19/32  
D5481,compile_date_19_1,compile_date 20/32  
D5482,compile_date_20_1,compile_date 21/32  
D5483,compile_date_21_1,compile_date 22/32  
D5484,compile_date_22_1,compile_date 23/32  
D5485,compile_date_23_1,compile_date 24/32  
D5486,compile_date_24_1,compile_date 25/32  
D5487,compile_date_25_1,compile_date 26/32  
D5488,compile_date_26_1,compile_date 27/32  
D5489,compile_date_27_1,compile_date 28/32  
D5490,compile_date_28_1,compile_date 29/32  
D5491,compile_date_29_1,compile_date 30/32  
D5492,compile_date_30_1,compile_date 31/32  
D5493,compile_date_31_1,compile_date 32/32  (highest word)  
D5494,compile_date_0_2,compile_date 1/32  (lowest word)  
D5495,compile_date_1_2,compile_date 2/32  
